Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock
38800,127500,293000,54900,79000,37700,99600,168000,45376,121500,92800,8680,486500,22850,123000,112500,74634,97800,5250,745000,37800,7900,218000,42900,14550,46850,68800,275000,126000,50200,322000,47700,59300,77400,26676,6320,70836,276113,18300,7190,7140,440943,45300,322500,185000,198000,10700,39500,137000,73600,53600,69800,183387,75800,45600,377500,1397000,36750,18100,28950,503000,47750,102500,123000,31700,275500,20400,104000,84800,14650,27600,24800,34650,4295,111000,16950,14600,179500,94600,37500,12200,232500,246500,36350,29200,98800,47650,225000,36500,103000,302500,218000,97900,342000,124000,31350,344000,25200,40500
38700,128000,290000,53700,78400,37400,97900,167500,45759,119500,92000,8460,489000,22900,120500,113500,75910,97500,5180,747000,38000,7750,220000,42900,14300,46950,69800,271500,123500,50300,321000,47450,60100,77900,26718,6140,71235,276552,18650,7215,7120,451745,45400,325000,183500,198000,10700,39400,135500,73800,53500,68000,183865,75600,45450,376500,1396000,36700,18500,28750,498500,48000,102500,122500,31600,272500,20000,103500,84500,14750,27400,25050,34700,4275,111500,16650,14650,179500,94700,37950,11850,235000,245500,35700,30150,101000,48250,218500,36800,99400,306500,218500,99900,341500,124500,31400,345500,25050,40100
38300,128000,291500,53800,79900,36400,97200,170000,46142,121500,92800,8520,485000,22750,122000,111000,76990,92900,5210,748000,38200,7750,219500,43100,14500,46600,69600,273000,124000,50300,318500,47350,60400,78800,26843,6300,70637,277430,18400,7315,7100,456656,45250,326000,184000,195000,10700,39250,136000,72400,53100,67400,184820,76500,45300,376500,1390000,36650,18450,28500,498500,48950,102500,122000,31750,269500,20000,104500,84500,14700,27100,24250,35350,4280,112500,16650,14550,180500,94200,38200,11500,232000,243000,35450,30300,100500,47300,215500,36450,101000,307500,213500,100500,343500,125500,31250,351000,25400,39550
38250,126000,296500,53300,76400,35100,96700,170000,46046,115000,90300,8510,473500,22100,119000,107500,75223,92900,5290,750000,38350,7550,217500,42800,13850,45750,68500,267000,119000,49550,318000,46800,59300,77900,26718,6210,69938,275235,18150,7350,6990,453709,45000,326000,182500,192500,10600,39000,132000,75800,53300,64200,181477,75900,44800,372000,1399000,36150,18300,28750,491500,46750,103500,124500,32250,272000,19950,105000,84500,15650,27300,25150,34850,4270,109000,16400,14550,180000,92900,37350,11450,231500,251000,34700,30250,99100,46750,207500,36500,97300,301000,213000,101000,342000,120500,31150,349000,25550,38650
38300,126500,309000,53300,76600,35450,98200,169500,46238,117500,90500,8480,469500,21750,120000,107500,76107,95700,5190,759000,38650,7490,216500,42700,13650,45050,69400,266500,120500,49450,326000,46700,60000,77400,27219,6370,71135,274357,18350,7460,6900,448799,44000,324500,181500,195000,10650,37550,129500,78400,53100,63700,173836,76800,43750,370500,1415000,36000,18250,29300,490500,47150,103000,124000,31650,270500,19950,105000,84000,15600,27250,24650,35250,4210,108000,16400,14350,178500,95500,37400,11400,233000,254500,34000,30350,99800,46000,211000,36600,98500,301000,211000,100500,339500,123500,31150,327500,25550,38400
37900,124500,301000,53400,74200,35350,96400,165500,45951,117500,89600,8260,465000,20900,119000,104500,76008,95400,4885,771000,39150,7330,214500,42600,13450,44650,68700,253000,119500,49400,337500,44900,60200,77500,26634,6400,69439,279625,18500,7485,6680,447817,41850,323000,179500,188500,10650,36400,128500,78000,52800,62100,172881,75100,42000,366000,1417000,35350,17750,27950,496000,45100,103500,124000,32000,270500,19500,103500,84100,15450,27400,24200,34400,4110,107000,16100,14050,178000,94500,37100,11350,235000,251500,33300,29900,100500,46600,208500,36150,95200,290500,218500,100000,333000,125000,30900,319500,25700,37450
38850,121500,308000,50400,72300,34450,93100,161500,45568,112500,90500,8080,459000,20900,116000,102500,74143,93800,4750,761000,39500,7120,211500,40950,12850,44850,69800,254500,119500,49000,331000,44850,58900,77500,26299,6390,68342,269967,18600,7440,6640,442416,40750,322000,186500,185500,10700,35900,124000,74500,52600,60700,172403,72200,42050,361000,1396000,34800,17600,27150,498000,44950,102500,122000,31500,265000,19350,106000,83700,15650,27800,24100,33950,4055,106500,16000,13950,178000,94500,36950,11200,236000,251500,32350,30650,99200,45500,209000,35950,92200,281500,217500,96400,332000,124500,30900,320000,25200,38050
38900,124000,309000,50500,73400,34600,94700,164500,45472,111500,91500,8410,456000,21300,117000,103500,75026,94100,4710,762000,38750,7260,210000,41450,12900,45350,70400,255000,118500,48850,333000,44650,60900,78200,27763,6020,69639,273479,18700,7440,6690,435541,41450,327500,188000,190000,10700,36100,125000,74700,52800,62100,174791,73900,42750,362500,1401000,35700,17850,28000,478500,45800,102500,123000,32150,267500,20100,106500,84000,15650,27700,23550,33800,4065,108000,15800,14100,180500,96000,38900,11600,231000,253000,32800,31350,96700,45700,208000,36150,92300,277000,213000,97800,331000,121000,30850,324500,25700,38450
38700,124000,307000,51300,72700,34100,93100,167000,45568,108000,92300,8530,454000,20850,118500,98200,76598,94200,4765,755000,38700,7310,209500,41600,13050,45250,70900,254500,118500,48800,332000,44500,62300,76800,27094,5990,70537,274357,18800,7440,6710,448308,41400,324500,187500,192500,10550,36000,125500,73800,52500,62500,183865,73300,42750,366500,1422000,35950,17950,28050,481000,46550,104000,126500,32400,267500,20350,107500,84200,15300,27600,23950,33700,4080,106000,16250,13950,183000,95300,39000,11450,231500,250500,33150,31550,96100,47350,210500,36050,93100,277500,215000,96800,336500,121000,30350,336000,25600,39650
38400,124500,302000,51200,72900,33800,92500,170500,45185,107500,93700,8470,462500,21500,116500,99700,75223,91900,4720,752000,37800,7350,209000,40900,13000,45500,70100,253000,120000,48650,316500,44800,61000,74700,26759,5920,69140,273479,17950,7295,6780,444380,41550,321000,191000,188000,10350,36600,123500,71400,52900,62600,189118,73000,42950,367000,1383000,35900,17650,27250,478500,46100,102000,126000,32050,271000,20300,105000,84800,15500,27850,23850,34550,4105,106000,15700,14150,185000,94800,38900,11350,228000,253000,33300,31650,98800,45800,208000,35300,91700,276500,213000,96900,332000,115000,30150,336000,25600,39550
38600,127000,300500,51500,76100,34500,94300,173000,46046,111000,96100,8740,461500,22050,126000,102500,75910,93700,4810,747000,37950,7550,214500,41650,13200,46550,70600,259000,123500,49150,326000,45650,65100,78300,27261,5880,71036,277430,17950,7310,6950,450272,42500,326000,195500,193000,10250,37000,125000,73200,53400,64700,190551,76100,43250,379500,1389000,36700,18000,27950,478000,47400,104000,127000,32350,276000,20800,106000,87100,15050,27950,24150,34000,4210,107500,16100,14200,188000,96900,40800,11650,232500,252000,33900,31950,97800,45350,214500,36150,93100,281000,214000,98000,340000,115500,30600,338500,25900,41250
38350,128500,297000,50200,75900,34200,93500,173000,46142,109000,97200,8850,459500,22550,127000,102500,76008,92400,4745,751000,37850,7650,218000,42600,13350,45850,70600,258000,124500,49950,319500,46000,65900,77500,27136,5960,71435,278308,18150,7365,7020,447817,43000,328000,195000,193000,10250,37250,125500,71000,53600,65500,191506,74100,43300,382000,1390000,35500,18350,28450,463000,48350,102500,128000,32100,278000,20800,105500,86900,14750,27950,23800,34700,4240,109000,16100,14350,191000,97000,41550,11550,233000,249500,34200,31900,98200,45900,213500,36300,93500,289000,215000,98500,345000,115500,30400,348500,24700,42250
38900,131000,308500,51100,70500,34850,95800,176500,47865,99500,96600,8950,461500,22700,128000,100000,77482,95300,4805,771000,38550,7660,208000,44000,13250,44050,72900,256500,124000,50200,329500,46900,63300,77700,27972,6040,73031,280942,18500,7375,7110,458129,43500,330000,195500,198000,10150,37850,128000,70200,53900,65800,191984,77400,44100,363000,1416000,36650,18500,28550,454500,49100,102000,128500,32650,280500,20500,107500,87700,15000,28150,23950,34850,4290,110000,16250,14500,193000,96600,39150,11750,232500,251000,34300,32400,99700,46000,215000,37100,95700,290500,219500,100000,352000,117500,30600,351500,26300,43900
38800,133000,308500,51600,68000,34700,95200,180000,47004,101000,97000,9120,455500,23250,129500,100000,76990,93300,4805,779000,38600,7690,210000,43700,13100,43900,72900,259500,124000,51300,328500,46900,64100,78200,27972,6060,73729,286209,18500,7365,7260,459602,43850,333000,195000,200000,10050,37950,127000,65400,54500,65700,193894,76100,43950,369500,1405000,37000,18700,28700,449000,50200,102500,130500,32650,276000,20500,108000,88000,15200,28250,24050,34900,4320,110000,16100,14700,194000,95600,39500,11750,234000,253000,34450,33450,100500,44900,213000,37550,95000,293500,216000,101500,351000,118500,31050,350000,27000,42900
38650,131000,308000,51400,67800,34700,94900,183500,47865,100000,96500,9060,462000,23600,130000,100000,78267,93700,4815,782000,38800,7700,209500,43100,13400,43700,72500,258000,124000,51200,323000,46950,64000,79300,28725,6060,74627,285331,18650,7375,7260,462057,44100,331000,193000,204000,10100,38050,127500,67200,54400,66400,191984,78200,44100,366000,1397000,37000,18700,28800,448000,50400,107500,132000,32750,275000,20900,109000,88000,15100,28200,24000,34800,4305,110000,15950,14650,194000,96500,39700,11800,231500,252000,34600,34450,101500,45950,213000,38050,99000,296000,213500,101500,352500,120500,31050,339500,27300,43200
38200,126500,303500,50700,68100,33750,94300,184500,48631,106000,96400,9170,460500,23500,129500,99700,79937,87300,4730,775000,38650,7630,211500,43600,13200,44200,71400,262000,121000,50600,300000,46750,65400,78500,28056,6030,73630,291038,18600,7455,7350,473842,43950,329000,192500,196000,10000,37850,128500,65400,54700,64800,193894,77200,44200,370500,1361000,37050,18650,29250,444500,50400,107500,130500,32650,273000,21100,107000,88100,15050,27950,24000,34650,4245,110500,16000,14600,191500,96100,40100,11550,227000,253500,34250,35400,101500,45800,207000,39100,100500,295000,215000,100500,351000,120000,31000,341000,26750,42550
37300,123500,296000,50400,67300,34000,92300,182500,48535,109000,94900,9170,456000,23250,125000,100500,78758,82900,4760,772000,37350,7410,212000,41400,12750,43850,69900,257000,119000,50600,292500,46600,65800,75700,27554,5980,70138,279186,18550,7480,6960,463530,42650,327000,190000,186500,10000,38000,127500,64800,53600,62100,196759,77500,43800,370000,1340000,35950,18650,28950,437500,50800,106500,131000,32000,268500,21050,105500,85700,14650,27700,22800,34300,4195,108000,15800,14200,188000,92900,40250,11550,228500,246500,34000,35450,100000,45950,200000,38300,96400,292500,207000,104000,348500,115500,31150,356000,27250,41800
36950,123500,294500,50000,66800,34350,92400,180500,49876,106500,92300,9090,451500,23200,124000,100500,79249,83800,4745,769000,38300,7340,218000,41700,12700,43850,68500,255500,122500,50400,289000,46600,65500,76400,27512,6120,69539,276113,18350,7400,6860,474333,42200,327000,186000,184500,9990,37550,130000,66500,51400,61000,198192,76300,43150,363000,1323000,36150,18300,29150,438500,50100,104000,130500,31500,262500,20800,106500,85400,14700,27650,23450,33500,4140,108000,15350,14200,186500,92500,39450,11850,226500,245500,33650,35100,99700,45300,207000,37950,95800,288000,203500,104000,347500,114000,30900,367000,27050,42100
37050,123500,293500,51100,67700,34600,92200,183000,49205,106000,92800,8930,443500,23200,126000,101500,78758,83700,4720,767000,37950,7340,215500,41750,12750,44650,70000,251500,125500,50200,289500,46400,66300,75500,28223,6230,68142,272601,17950,7495,6960,473351,42950,326500,190000,182500,9990,37950,130000,64500,51100,60700,199625,74400,43000,365500,1271000,36250,18400,29750,441000,49600,103500,130500,31100,268000,21150,105500,85900,14700,27700,23850,33050,4100,110000,15400,14150,188000,92700,39450,11850,226000,248000,33650,35500,99600,45850,208000,37800,95000,291000,201500,105000,349000,114000,31100,370000,27050,41900
37300,122500,291000,51100,66600,33900,94200,182500,49971,109000,92400,8940,442500,22700,125500,100000,78758,84000,4625,765000,38350,7330,217500,41600,12650,43650,69800,248000,121000,50000,296500,46000,62600,74900,28390,6200,69838,269967,18200,7490,6860,470404,42700,328500,188500,188500,9990,37750,131000,62400,51100,60600,195804,75300,42900,361000,1274000,36700,18300,29150,435000,49700,106000,133500,31500,266500,21050,109500,85400,14700,27650,23450,33250,4030,108500,15350,13950,188500,92600,39300,12100,221000,249000,33450,35000,97600,44150,205500,37650,95400,289000,206000,105500,346000,113500,31050,367500,26850,42700
36750,121500,287500,51100,66700,33650,91700,181500,49014,107000,96300,8700,437000,22550,125500,99600,80133,84700,4615,761000,37650,7270,220500,41350,12600,43800,69400,249500,120000,50700,289000,46050,64100,73200,29017,6230,72233,269967,18200,7390,6820,473842,42150,322500,192000,197500,9960,36800,133000,62000,51400,61200,196759,73700,42000,364500,1273000,36650,18350,30200,430500,50200,107500,133000,30450,265500,21300,107000,85300,14750,27750,23300,33000,4155,109500,15550,13800,189000,90800,39200,11750,222500,252000,33200,34650,96600,45100,204000,36900,93600,291500,204000,103000,347000,113000,30650,373500,27500,41450
37300,123500,293000,52200,68100,34200,94100,188000,48344,107500,102000,8930,452500,22550,130500,101500,81802,84800,4715,763000,38800,7460,224500,42400,12800,44450,70600,250500,125500,50900,283500,47100,63300,74300,29603,6210,72033,273918,18200,7370,6950,474824,43100,321000,190000,196500,9990,37700,132500,63000,51800,61700,197715,75100,42650,366000,1260000,37350,18550,30200,440000,50100,104500,138500,30750,271000,21300,107500,86900,14950,27900,23700,33800,4250,110000,15650,13950,188500,94100,38400,12100,227000,254000,34000,34650,100500,44900,210000,37900,92700,294000,206000,106000,355000,112500,31500,375000,28250,42400
37650,123500,299500,52700,68100,34500,95100,189500,49684,110000,105000,9190,452500,23350,134500,101500,81704,80600,4755,766000,38900,7590,232500,42050,12950,44000,71800,255000,124500,51500,283000,47600,64700,74800,29937,6360,71535,280064,18350,7350,6980,483171,43000,325000,192000,194000,9980,38400,137000,60300,52300,62600,201535,74400,42600,373000,1240000,37300,18800,31050,449500,51000,105500,137500,30850,274500,21350,107000,86700,14900,28000,24100,33650,4250,110500,15450,13950,189000,93900,39500,12250,232000,258000,34050,35250,99300,44950,213000,38250,94600,310000,205500,107500,353500,113000,31400,378000,28300,42500
37450,124500,301000,54100,69700,34850,93700,190500,50354,110000,102000,9160,451500,23200,133500,103000,81410,83200,4790,768000,39550,7610,230500,41400,12950,44250,72300,255500,121500,52000,290000,47400,65100,74300,29895,6350,72931,280942,18400,7295,7010,492010,43150,321000,188000,197500,9980,38000,137000,57800,52500,62000,200580,71300,42750,373500,1238000,37800,18650,31300,445000,51100,106500,135500,30750,270000,20800,106000,87700,15200,28150,24150,33550,4270,112500,15850,14000,190500,92400,39350,12100,231500,261000,33800,35650,100500,44300,210000,38750,96400,310500,209000,109500,358500,112000,31650,382000,28200,42450
37400,123500,298000,54300,70100,35450,93100,189500,50833,109000,100500,9160,458500,23600,132000,107000,81115,83900,4780,759000,39450,7690,238500,41650,13100,44850,71800,263500,122000,52600,288500,49650,68000,74600,30564,6330,71934,277430,18400,7245,7020,492010,43050,321500,183500,195000,9950,38150,139000,57600,52700,63100,198192,71200,42800,387000,1263000,38000,18750,31600,448000,50300,108500,138000,30450,267500,20800,106500,88200,15100,28300,24050,33100,4335,113000,15600,13850,191000,91600,40950,12200,227000,261000,34700,35800,100500,43850,212500,39350,97400,313000,210500,110500,354000,115500,31300,376500,27900,42350
37700,125000,301500,57200,70000,36550,93600,190000,49876,108000,100000,9160,456500,23400,131500,107000,79838,82000,4595,764000,38700,7560,237500,42800,13050,45100,72500,263000,126500,53100,285500,49850,68900,75000,30773,6340,73131,280503,17700,7135,7090,485135,44350,322000,188000,200000,9980,38850,139500,55600,53600,64500,195327,70500,43650,390500,1246000,36800,18950,31600,461000,50100,103500,133000,30900,272500,21250,105500,88700,15000,28450,25050,34050,4325,115500,15700,13950,191000,94600,40750,12450,230500,260500,34650,34850,102000,42500,220500,38700,95700,319000,213000,111500,361000,118000,31900,376000,25500,42750
37900,126000,300500,62200,73700,36950,93500,190500,48057,108500,102000,9240,464500,23800,130500,112000,79544,85100,4630,768000,38400,7730,239000,43350,13450,46750,72500,266000,129000,53100,293000,51000,67300,75400,30899,6720,74528,286648,17900,7160,7140,483662,44650,323500,188000,203500,9980,38500,142000,56600,54100,65100,193416,72200,43250,392000,1254000,37650,19250,31850,449500,52600,105000,129500,31200,272000,21100,104000,89500,15200,28650,25000,33800,4320,116500,16100,14050,191000,93300,41750,12350,232500,263000,35700,34950,103000,44000,221000,39100,98300,329500,215000,113500,364000,122000,31950,372000,26150,42750
